mr,text,errors,incorrect,duplicate,mr_len,SACC
"suggest(name[Get Up!], is_from_album[True])"," Do you like songs from albums, like Get Up!?",1,is_from_album,,2,50.0
"suggest(name[Waka Waka], producer[Shakira])"," Do you like Shakira's songs, like Waka Waka?",0,,,2,100.0
"suggest(name[Littlest Things], performer[Lily Allen])"," Are you familiar with songs performed by Lily Allen, like Littlest Things?",0,,,2,100.0
"suggest(name[Space Oddity], record_label[Mercury Records])",Have you ever heard a Mercury Records song like Space Oddity?,0,,,2,100.0
"suggest(name[Habibi], genres[reggaeton])",Do you like reggaeton songs like Habibi?,0,,,2,100.0
"suggest(name[Bitter Sweet Symphony], is_from_album[True])"," Do you know any songs from the album, such as Bitter Sweet Symphony?",1,is_from_album,,2,50.0
"suggest(name[Money for Nothing], producer[Mark Knopfler])"," Did you ever listen to any of Mark Knopfler's songs, like Money for Nothing?",0,,,2,100.0
"suggest(name[Style], genres[disco])"," Do you like dancing to any songs in the disco genre, such as Style?",0,,,2,100.0
"suggest(name[Poison], publication_year[2010])"," Do you like songs from 2010, like Poison?",0,,,2,100.0
"suggest(name[The Way I Are], publication_year[2017])"," Did you listen to any songs in 2017, like The Way I Are?",0,,,2,100.0
"suggest(name[About Damn Time], instance_of[single])",Have you ever heard a single song like About Damn Time?,0,,,2,100.0
"suggest(name[Viva la Vida], genres[baroque pop])"," Do you like baroque pop songs, like Viva la Vida?",0,,,2,100.0
"suggest(name[Money for Nothing], performer[Dire Straits])"," Do you like songs by Dire Straits, like Money for Nothing?",0,,,2,100.0
"suggest(name[Marilyn Monroe], producer[Pharrell Williams])"," Do you like songs produced by Pharrell Williams, like Marilyn Monroe?",0,,,2,100.0
"suggest(name[As It Was], genres[synth-pop])"," Do you like synth-pop songs, such as As It Was?",0,,,2,100.0
"suggest(name[Blinding Lights], producer[The Weeknd])"," Do you like any of The Weeknd's songs, like Blinding Lights?",0,,,2,100.0
"suggest(name[For a Friend], record_label[London])"," Have you heard any songs released by London, like For a Friend?",0,,,2,100.0
"suggest(name[Pumped Up Kicks], is_from_album[True])"," Do you like songs from albums, like Pumped Up Kicks?",1,is_from_album,,2,50.0
"suggest(name[Marilyn Monroe], record_label[Columbia Records])"," Did you ever listen to any songs from Columbia Records, like Marilyn Monroe?",0,,,2,100.0
"suggest(name[As It Was], from_album[Harry's House])",Have you ever heard the song As It Was from Harry's House?,0,,,2,100.0
"suggest(name[Stereotypes], genres[Britpop])"," Do you like songs in the Britpop genre, such as Stereotypes?",0,,,2,100.0
"suggest(name[Over It], record_label[RCA Records])"," Do you like songs released by RCA Records, like Over It?",0,,,2,100.0
"suggest(name[Macarena], from_album[A mí me gusta])",Have you ever heard the song Macarena from the album A mí me gusta?,0,,,2,100.0
"suggest(name[Wild], is_from_album[True])"," Do you like any songs from an album, like Wild?",1,is_from_album,,2,50.0
"suggest(name[Money for Nothing], publication_year[1985])",Were you familiar with the 1985 song Money for Nothing?,0,,,2,100.0
"suggest(name[Macarena], instance_of[musical work/composition])"," Are you familiar with any musical compositions, like the Macarena?",1,instance_of,,2,50.0
"suggest(name[Hold My Hand], is_from_album[False])"," Do you enjoy songs that are not from an album, like Hold My Hand?",1,is_from_album,,2,50.0
"suggest(name[Afterlife], instance_of[song])",Do you like songs like Afterlife?,1,instance_of,,2,50.0
"suggest(name[Space Oddity], publication_year[1969])",Do you like songs from 1969 like Space Oddity?,0,,,2,100.0
"suggest(name[Bitter Sweet Symphony], record_label[Hut Records])"," Do you know any songs released by Hut Records, like Bitter Sweet Symphony?",0,,,2,100.0
"suggest(name[Apple Shampoo], from_album[Dude Ranch])"," Do you like the songs from Dude Ranch, like Apple Shampoo?",0,,,2,100.0
"suggest(name[Macarena], is_from_album[True])"," Do you have any experience with songs that have an album, like Macarena?",1,is_from_album,,2,50.0
"suggest(name[Feel Again], is_from_album[True])"," Do you have any experience with songs from albums, like for example Feel Again?",1,is_from_album,,2,50.0
"suggest(name[Mad Love], is_from_album[True])"," Did you ever listen to a song from an album, like Mad Love?",1,is_from_album,,2,50.0
"suggest(name[Get Up!], from_album[The Path of Totality])"," Have you heard any songs from The Path of Totality, like Get Up!?",0,,,2,100.0
"suggest(name[Anti-Hero], producer[Jack Antonoff])"," Do you like any of Jack Antonoff's songs, like Anti-Hero?",0,,,2,100.0
"suggest(name[Marilyn Monroe], publication_year[2014])"," Have you listened to any 2014 songs, like Marilyn Monroe?",0,,,2,100.0
"suggest(name[For a Friend], is_from_album[True])"," Do you have any favourite songs from albums, like for example 'For a Friend'?",1,is_from_album,,2,50.0
"suggest(name[Stargazing], instance_of[single])"," Are you familiar with any single tracks, such as Stargazing?",0,,,2,100.0
"suggest(name[Every Breath You Take], is_from_album[True])",Have you ever heard any of the songs from the album Every Breath You Take?,1,is_from_album,,2,50.0
"suggest(name[Que Calor], genres[Latin music])",Do you listen to Latin music like Que Calor?,0,,,2,100.0
"suggest(name[Feel Again], from_album[Native])"," Have you heard any of the songs from the album Native, like ""Feel Again""?",0,,,2,100.0
"suggest(name[Old Town Road], publication_year[2018])"," Do you like songs from 2018, like Old Town Road?",0,,,2,100.0
"suggest(name[As It Was], publication_year[2022])"," Have you ever heard a song released in 2022, such as As It Was?",0,,,2,100.0
"suggest(name[Stereotypes], is_from_album[True])"," Do you like songs from albums, like Stereotypes?",1,is_from_album,,2,50.0
"suggest(name[Over It], instance_of[single])"," Do you like any singles, like Over It?",1,instance_of,,2,50.0
"suggest(name[Y.M.C.A.], producer[Jacques Morali])"," Do you like Jacques Morali's songs, like Y.M.C.A.?",0,,,2,100.0
"suggest(name[I Still...], genres[pop music])"," Do you listen to any pop music songs, like I Still...?",0,,,2,100.0
"suggest(name[Style], is_from_album[True])"," Do you like songs from albums, like Style?",1,is_from_album,,2,50.0
"suggest(name[Sweet Home Alabama], publication_year[1974])",Do you like songs from 1974 like Sweet Home Alabama?,0,,,2,100.0
"suggest(name[Blinding Lights], genres[synthwave])",Are you familiar with synthwave music like Blinding Lights?,0,,,2,100.0
"suggest(name[Wanna Get to Know You], record_label[G-Unit Records])"," Have you ever heard any songs from G-Unit Records, such as Wanna Get to Know You?",0,,,2,100.0
"suggest(name[Money for Nothing], is_from_album[True])"," Did you ever listen to any songs from an album, like Money for Nothing?",1,is_from_album,,2,50.0
"suggest(name[I Was Gonna Cancel], producer[Pharrell Williams])",Did you ever listen to a song by Pharrell Williams such as I Was Gonna Cancel?,0,,,2,100.0
"suggest(name[Money, Cash, Hoes], producer[Swizz Beatz])"," Have you ever heard a song produced by Swizz Beatz, like Money, Cash, Hoes?",0,,,2,100.0
"suggest(name[For a Friend], publication_year[1988])"," Did you ever listen to a song from 1988, such as For a Friend?",0,,,2,100.0
"suggest(name[Poison], from_album[Killer Love])"," Do you like the songs from Killer Love, like Poison?",0,,,2,100.0
"suggest(name[Kings of the Wild Frontier], instance_of[musical work/composition])"," Have you heard of any musical works/compositions, such as Kings of the Wild Frontier?",1,instance_of,,2,50.0
"suggest(name[Viva la Vida], from_album[Viva la Vida or Death and All His Friends])",Have you ever listened to Viva la Vida from the album Viva la Vida or Death and All His Friends?,1,from_album,,2,50.0
"suggest(name[All or Nothing], record_label[Arista Records])"," Have you ever heard of any of Arista Records' songs, like All or Nothing?",0,,,2,100.0
"suggest(name[Kings of the Wild Frontier], from_album[Kings of the Wild Frontier])"," Have you heard any of the songs from the album Kings of the Wild Frontier, like Kings of the Wild Frontier?",0,,,2,100.0
"suggest(name[I Was Gonna Cancel], genres[synth-pop])",Do you like listening to synth-pop songs like I Was Gonna Cancel?,0,,,2,100.0
"suggest(name[Que Calor], record_label[Mad Decent])"," Do you ever listen to any Mad Decent songs, like Que Calor?",0,,,2,100.0
"suggest(name[Money, Cash, Hoes], instance_of[single])"," Do you know any singles, like Money, Cash, Hoes?",1,instance_of,,2,50.0
"suggest(name[So Good], instance_of[single], is_from_album[True])"," Did you ever listen to a single from an album, like for example So Good?",1,is_from_album,,3,66.66666666666666
"suggest(name[So Good], instance_of[song], is_from_album[True])"," Did you ever listen to a song from an album, like So Good?",1,is_from_album,,3,66.66666666666666
"suggest(name[Evolution], instance_of[single], is_from_album[True])"," Have you ever listened to a single from an album, such as Evolution?",1,is_from_album,,3,66.66666666666666
"suggest(name[We Are the World], instance_of[single], is_from_album[True])"," Did you ever listen to We Are the World, a single from an album?",1,is_from_album,,3,66.66666666666666
"suggest(name[Poison], is_from_album[True], publication_year[2010])"," Did you ever listen to songs from an album, like for example Poison from 2010?",1,is_from_album,,3,66.66666666666666
"suggest(name[Break My Soul], producer[The-Dream], is_from_album[True])"," Have you ever heard any songs from The-Dream's album, like Break My Soul?",1,is_from_album,,3,66.66666666666666
"suggest(name[Poison], instance_of[song], is_from_album[True])"," Did you ever listen to a song from an album, like Poison?",1,is_from_album,,3,66.66666666666666
"suggest(name[Wild], is_from_album[True], instance_of[song])"," Do you like music from albums, like the song Wild?",1,is_from_album,,3,66.66666666666666
"suggest(name[I Still...], is_from_album[True], genres[pop music])"," I'm wondering if you ever listened to a pop music song from an album, like I Still...?",1,is_from_album,,3,66.66666666666666
"suggest(name[Paint It Black], from_album[Aftermath], is_from_album[True])",Were you familiar with the song Paint It Black from the Aftermath album?,1,is_from_album,,3,66.66666666666666
"suggest(name[I Still...], producer[Max Martin], is_from_album[True])"," Have you ever heard any of Max Martin's songs from an album, like I Still...?",1,is_from_album,,3,66.66666666666666
"suggest(name[Somebody That I Used to Know], is_from_album[True], instance_of[single])"," Did you ever listen to Somebody That I Used to Know, a single from an album?",1,is_from_album,,3,66.66666666666666
"suggest(name[Afterlife], performer[Arcade Fire], is_from_album[True])"," Did you ever listen to a song by Arcade Fire from an album, like for example Afterlife?",1,is_from_album,,3,66.66666666666666
"suggest(name[Wild], is_from_album[True], genres[synth-pop])"," Are you familiar with any synth-pop songs from an album, such as Wild?",1,is_from_album,,3,66.66666666666666
"suggest(name[All or Nothing], producer[Frank Farian], is_from_album[True])"," Have you ever heard a song from an album by Frank Farian, like All or Nothing?",1,is_from_album,,3,66.66666666666666
"suggest(name[Cold Heart], instance_of[single], is_from_album[False])"," Do you know any single songs, like Cold Heart?",1,is_from_album,,3,66.66666666666666
"suggest(name[Break My Soul], is_from_album[True], genres[diva house])"," Do you like diva house songs on albums, like Break My Soul?",1,is_from_album,,3,66.66666666666666
"suggest(name[For a Friend], from_album[Red], instance_of[song])"," Have you ever listened to songs from Red, such as For a Friend?",1,instance_of,,3,66.66666666666666
"suggest(name[Paint It Black], is_from_album[True], genres[rock music])"," Do you like rock music songs from albums, like Paint It Black?",1,is_from_album,,3,66.66666666666666
"suggest(name[Apple Shampoo], is_from_album[True], genres[pop punk])"," Have you ever heard any pop punk songs from an album, like Apple Shampoo?",1,is_from_album,,3,66.66666666666666
"suggest(name[Seven Nation Army], from_album[Elephant], is_from_album[True])"," Did you ever listen to a song from the album Elephant, like Seven Nation Army?",1,is_from_album,,3,66.66666666666666
"suggest(name[Right Here, Right Now], is_from_album[True], from_album[Déjà Vu])suggest(name[Stereotypes], performer[Blur], producer[Stephen Street])"," Did you ever listen to a track from Blur's Déjà Vu album, like ""Right Here, Right Now"" produced by Stephen Street?",2,"is_from_album, from_album",,5,60.0
"suggest(name[Anti-Hero], genres[synth-pop], instance_of[musical work/composition])"," Are you familiar with synth-pop songs, like Anti-Hero?",1,instance_of,,3,66.66666666666666
"suggest(name[The Way I Are], is_from_album[True], from_album[All Your Fault: Pt. 2])"," Do you like any songs from All Your Fault: Pt. 2, like The Way I Are?",1,is_from_album,,3,66.66666666666666
"suggest(name[I], instance_of[single], producer[Rahki])"," Did you ever listen to a single song produced by Rahki, like I?",0,,,3,100.0
"suggest(name[Space Oddity], producer[Gus Dudgeon], is_from_album[True])"," Did you ever listen to an album produced by Gus Dudgeon, such as Space Oddity?",1,is_from_album,,3,66.66666666666666
"suggest(name[We Are the World], is_from_album[True], genres[gospel music])"," Do you like gospel music from albums, like We Are the World?",1,is_from_album,,3,66.66666666666666
"suggest(name[Old Town Road], record_label[Columbia Records], is_from_album[True])"," Have you heard any of the songs from Columbia Records' albums, like Old Town Road?",1,is_from_album,,3,66.66666666666666
"suggest(name[Careless Whisper], record_label[Columbia Records], is_from_album[True])"," Did you find any songs released on an album by Columbia Records, like Careless Whisper?",1,is_from_album,,3,66.66666666666666
"suggest(name[I], publication_year[2014], producer[Rahki])"," Have you heard any songs produced by Rahki from 2014, like I?",0,,,3,100.0
"suggest(name[Kings of the Wild Frontier], is_from_album[True], publication_year[1980])"," Did you listen to any songs from the 1980 album, like Kings of the Wild Frontier?",1,is_from_album,,3,66.66666666666666
"suggest(name[Matador], instance_of[musical work/composition], from_album[Vasos vacíos])"," Have you heard any songs from Vasos vacíos, like Matador?",1,instance_of,,3,66.66666666666666
"suggest(name[Somebody That I Used to Know], publication_year[2011], producer[Gotye])"," Have you heard any songs from 2011 produced by Gotye, like Somebody That I Used to Know?",0,,,3,100.0
"suggest(name[Anti-Hero], record_label[Republic Records], instance_of[musical work/composition])"," Did you ever listen to any of Republic Records' musical works, like Anti-Hero?",1,instance_of,,3,66.66666666666666
"suggest(name[Poison], instance_of[single], publication_year[2010])"," Did you ever listen to a single from 2010, like Poison?",0,,,3,100.0
"suggest(name[Mr. Brightside], from_album[Hot Fuss], genres[indie rock])"," Have you ever listened to any indie rock songs, like for example Mr. Brightside from Hot Fuss?",0,,,3,100.0
"suggest(name[Stairway to Heaven], instance_of[musical work/composition], publication_year[1971])"," Did you ever hear any musical works from 1971, such as Stairway to Heaven?",1,instance_of,,3,66.66666666666666
"suggest(name[Evolution], performer[Korn], publication_year[2007])",Do you listen to songs like Korn's Evolution released in 2007?,0,,,3,100.0
"suggest(name[Somebody That I Used to Know], producer[Gotye], performer[Gotye, Kimbra])"," Did you ever listen to Gotye's ""Somebody That I Used to Know"", which features both Gotye and Kimbra?",2,performer,producer,3,33.33333333333333
"suggest(name[Mr. Brightside], producer[The Killers], record_label[Island Records])"," Have you ever heard any songs released by Island Records, like The Killers' Mr. Brightside?",0,,,3,100.0
"suggest(name[Money for Nothing], record_label[Vertigo], from_album[Brothers in Arms])"," Did you ever listen to a song from Vertigo's Brothers in Arms album, like Money for Nothing?",0,,,3,100.0
"suggest(name[Seven Nation Army], producer[Jack White], from_album[Elephant])"," Have you heard any songs from Jack White's album Elephant, like Seven Nation Army?",0,,,3,100.0
"suggest(name[Mr. Brightside], record_label[Island Records], producer[The Killers])"," Did you ever listen to a song from Island Records released by The Killers, like Mr. Brightside?",0,,,3,100.0
"suggest(name[Money, Cash, Hoes], producer[Swizz Beatz], is_from_album[True])"," Ever heard a Swizz Beatz song from an album, like Money, Cash, Hoes?",1,is_from_album,,3,66.66666666666666
"suggest(name[Sweet Home Alabama], performer[Lynyrd Skynyrd], is_from_album[True])"," Have you ever heard any songs from an album by Lynyrd Skynyrd, like Sweet Home Alabama?",1,is_from_album,,3,66.66666666666666
"suggest(name[We Are the World], from_album[We Are the World], publication_year[1985])"," Do you like the songs from the 1985 album We Are the World, like We Are the World?",0,,,3,100.0
"suggest(name[Dragostea Din Tei], from_album[DiscO-Zone], instance_of[musical work/composition])"," Did you listen to any songs from DiscO-Zone, like Dragostea Din Tei?",1,instance_of,,3,66.66666666666666
"suggest(name[Wanna Get to Know You], record_label[G-Unit Records], from_album[Beg for Mercy])"," Do you like G-Unit Records' songs, like for example Wanna Get to Know You from Beg for Mercy?",0,,,3,100.0
"suggest(name[Feel Again], instance_of[single], performer[OneRepublic])"," Have you heard any of OneRepublic's singles, like Feel Again?",1,instance_of,,3,66.66666666666666
"suggest(name[Poison], instance_of[single], from_album[Killer Love])"," Do you like any of the singles from Killer Love, like Poison?",1,instance_of,,3,66.66666666666666
"suggest(name[Mr. Brightside], record_label[Island Records], genres[indie rock])"," Have you heard any indie rock songs released by Island Records, such as Mr. Brightside?",0,,,3,100.0
"suggest(name[Marilyn Monroe], instance_of[single], from_album[Girl])",Have you ever listened to singles like Marilyn Monroe off of Girl?,1,instance_of,,3,66.66666666666666
"suggest(name[Get Up!], from_album[The Path of Totality], record_label[Roadrunner Records])"," Have you ever heard any songs from The Path of Totality by Roadrunner Records, like Get Up!?",0,,,3,100.0
"suggest(name[King of Sorrow], from_album[Lovers Rock], performer[Sade])"," Do you like Sade's songs from Lovers Rock, like for example King of Sorrow?",0,,,3,100.0
"suggest(name[Black Barbies], instance_of[song], genres[hip hop music])",Have you ever heard a hip hop song like Black Barbies?,1,genres,,3,66.66666666666666
"suggest(name[Poison], instance_of[song], record_label[Interscope Records])"," Have you ever heard of a song released by Interscope Records, like Poison?",0,,,3,100.0
"suggest(name[Space Oddity], record_label[Philips Records], instance_of[single])"," Have you heard any singles released by Philips Records, such as Space Oddity?",1,instance_of,,3,66.66666666666666
"suggest(name[Over It], genres[contemporary R&B], producer[Billy Steinberg])"," Have you ever listened to any contemporary R&B music produced by Billy Steinberg, such as Over It?",0,,,3,100.0
"suggest(name[Take My Breath Away], instance_of[musical work/composition], publication_year[1986])"," Did you ever listen to any songs released in 1986, like the musical work/composition Take My Breath Away?",0,,,3,100.0
"suggest(name[Stereotypes], producer[Stephen Street], performer[Blur])"," Do you like songs produced by Stephen Street, like Blur's Stereotypes?",0,,,3,100.0
"suggest(name[Habibi], performer[Costi Ioniță, Shaggy], is_from_album[False])"," Did you ever listen to a song by Costi Ioniță and Shaggy, like Habibi?",2,"performer, is_from_album",,3,33.33333333333333
"suggest(name[Anti-Hero], instance_of[musical work/composition], record_label[Republic Records])"," Did you ever listen to any musical works/compositions released by Republic Records, such as Anti-Hero?",1,instance_of,,3,66.66666666666666
"suggest(name[Pumped Up Kicks], instance_of[single], producer[Mark Foster])"," Did you ever listen to any of Mark Foster's singles, like Pumped Up Kicks?",1,instance_of,,3,66.66666666666666
"suggest(name[Stereotypes], record_label[Food Records], performer[Blur])"," Do you listen to any songs from Food Records, like Blur's Stereotypes?",0,,,3,100.0
"suggest(name[Blurred Lines], producer[Pharrell Williams], performer[Robin Thicke, Pharrell Williams])"," Are you familiar with songs like Blurred Lines, performed by Robin Thicke and Pharrell Williams?",1,performer,,3,66.66666666666666
"suggest(name[Blinding Lights], record_label[Republic Records], publication_year[2019])",Have you ever heard any songs from 2019 like Republic Records' Blinding Lights?,0,,,3,100.0
"suggest(name[Que Calor], instance_of[musical work/composition], producer[Diplo])"," Have you ever heard of any musical works/compositions produced by Diplo, such as Que Calor?",1,instance_of,,3,66.66666666666666
"suggest(name[Old Town Road], record_label[Columbia Records], publication_year[2018])"," Did you hear any of the songs released by Columbia Records in 2018, like Old Town Road?",0,,,3,100.0
"suggest(name[Pumped Up Kicks], performer[Foster the People], instance_of[single])"," Do you like Foster the People's singles, like Pumped Up Kicks?",1,instance_of,,3,66.66666666666666
"suggest(name[I Was Gonna Cancel], record_label[Parlophone], performer[Kylie Minogue])"," Did you listen to any of Kylie Minogue's songs released by Parlophone, like I Was Gonna Cancel?",0,,,3,100.0
"suggest(name[Money for Nothing], instance_of[song], record_label[Vertigo])",Have you ever heard of a Vertigo song like Money for Nothing?,0,,,3,100.0
"suggest(name[Matador], from_album[Vasos vacíos], record_label[Sony Music])"," Do you like any songs from Sony Music's Vasos vacíos album, like Matador?",0,,,3,100.0
"suggest(name[Space Oddity], instance_of[song], performer[David Bowie])"," Do you know any songs performed by David Bowie, like Space Oddity?",1,instance_of,,3,66.66666666666666
"suggest(name[Mad Love], genres[electropop], publication_year[2019])"," Have you heard any 2019 electropop songs, like Mad Love?",0,,,3,100.0
"suggest(name[Mad Love], instance_of[single], genres[electropop])"," Do you like any electropop singles, like Mad Love?",1,instance_of,,3,66.66666666666666
"suggest(name[Y.M.C.A.], producer[Jacques Morali], publication_year[1978])"," Have you ever heard of Jacques Morali's songs from 1978, like Y.M.C.A.?",0,,,3,100.0
"suggest(name[I Was Gonna Cancel], genres[synth-pop], performer[Kylie Minogue])"," Do you like any synth-pop songs by Kylie Minogue, like I Was Gonna Cancel?",0,,,3,100.0
"suggest(name[Space Oddity], publication_year[1969], record_label[Mercury Records])"," Are you familiar with Mercury Records' songs from 1969, like Space Oddity?",0,,,3,100.0
"suggest(name[Stargazing], record_label[Sony Music], publication_year[2017])"," Did you listen to any songs released by Sony Music in 2017, like Stargazing?",0,,,3,100.0
"suggest(name[King of Sorrow], record_label[Epic Records], producer[Sade Adu])"," Are you familiar with the songs Epic Records produced with Sade Adu, like King of Sorrow?",0,,,3,100.0
"suggest(name[The Way I Are], record_label[Warner Bros. Records], from_album[All Your Fault: Pt. 2])"," Did you ever hear a song from Warner Bros. Records' All Your Fault: Pt. 2, like The Way I Are?",0,,,3,100.0
"suggest(name[Money, Cash, Hoes], from_album[Vol. 2... Hard Knock Life], record_label[Def Jam Recordings])"," Are you familiar with any songs from Def Jam Recordings' album Vol. 2... Hard Knock Life, like Money, Cash, Hoes?",0,,,3,100.0
"suggest(name[Habibi], genres[dancehall], producer[Costi Ioniță])"," Do you like dancehall songs produced by Costi Ioniță, like Habibi?",0,,,3,100.0
"suggest(name[Bitter Sweet Symphony], performer[The Verve], genres[alternative rock])",Do you like alternative rock songs like The Verve's Bitter Sweet Symphony?,0,,,3,100.0
"suggest(name[Que Calor], producer[Diplo], performer[J Balvin, Major Lazer])",Have you ever listened to Diplo's song Que Calor featuring J Balvin and Major Lazer?,1,performer,,3,66.66666666666666
"suggest(name[Viva la Vida], publication_year[2008], genres[baroque pop])"," Do you know any baroque pop songs released in 2008, like Viva la Vida?",0,,,3,100.0
"suggest(name[Kings of the Wild Frontier], instance_of[musical work/composition], publication_year[1980])"," Are you familiar with any musical works/compositions from 1980, like Kings of the Wild Frontier?",1,instance_of,,3,66.66666666666666
"suggest(name[Stairway to Heaven], from_album[Led Zeppelin IV], publication_year[1971])"," Do you know any songs from 1971, such as Led Zeppelin IV's Stairway to Heaven?",0,,,3,100.0
"suggest(name[Habibi], performer[Costi Ioniță, Faydee], publication_year[2014])",Have you ever heard the 2014 song by Costi Ioniță and Faydee called Habibi?,1,performer,,3,66.66666666666666
"suggest(name[Cold Heart], publication_year[2021], performer[Dua Lipa, Elton John])",Have you heard the song Cold Heart from 2021 that was performed by Dua Lipa and Elton John?,1,performer,,3,66.66666666666666
"suggest(name[Viva la Vida], genres[baroque pop], performer[Coldplay])",Do you like baroque pop songs like Coldplay's Viva la Vida?,0,,,3,100.0
"suggest(name[Waka Waka], publication_year[2010], from_album[Listen Up! The Official 2010 FIFA World Cup Album])"," Did you ever listen to the song Waka Waka, from Listen Up! The Official 2010 FIFA World Cup Album?",0,,,3,100.0
"suggest(name[Habibi], genres[reggaeton], record_label[Sony Music])"," Are you familiar with reggaeton music released by Sony Music, like Habibi?",0,,,3,100.0
"suggest(name[Mad Love], from_album[Mabel singles discography], instance_of[single])"," Have you heard Mabel's single, Mad Love from her singles discography?",1,from_album,,3,66.66666666666666
"suggest(name[Hold My Hand], instance_of[single], producer[Lady Gaga])"," Do you like Lady Gaga's single, Hold My Hand?",0,,,3,100.0
"suggest(name[Stargazing], performer[Kygo, Justin Jesso], instance_of[single])"," Do you like the single by Kygo and Justin Jesso, called Stargazing?",1,performer,,3,66.66666666666666
"suggest(name[Que Calor], performer[J Balvin, El Alfa], genres[Latin music])"," Have you ever heard any Latin music by J Balvin and El Alfa, like Que Calor?",1,performer,,3,66.66666666666666
"suggest(name[Black Barbies], instance_of[single], performer[Nicki Minaj])",Do you like Nicki Minaj's singles like Black Barbies?,1,instance_of,,3,66.66666666666666
"suggest(name[Viva la Vida], genres[baroque pop], instance_of[single])"," Are you familiar with baroque pop singles, like Viva la Vida?",1,instance_of,,3,66.66666666666666
"verify_attribute(name[Waka Waka], rating[excellent], instance_of[single])",You love Waka Waka. Do you have a similar affinity for all single songs?,1,rating,,3,66.66666666666666
"verify_attribute(name[Poison], rating[excellent], is_from_album[True])",You love Poison. Do you think the other songs from the same album are equally great?,2,"rating, is_from_album",,3,33.33333333333333
"verify_attribute(name[Matador], rating[excellent], producer[K. C. Porter])",You said you love Matador by K. C. Porter. Do you always enjoy songs produced by K. C. Porter?,2,rating,producer,3,33.33333333333333
"verify_attribute(name[Kings of the Wild Frontier], rating[good], from_album[Kings of the Wild Frontier])",I know you love Kings of the Wild Frontier. Do you like other songs from the Kings of the Wild Frontier album?,1,rating,,3,66.66666666666666
"verify_attribute(name[Marilyn Monroe], rating[excellent], producer[Pharrell Williams])",I know you love Marilyn Monroe. Do you think Pharrell Williams produces great songs in general?,1,rating,,3,66.66666666666666
"verify_attribute(name[Careless Whisper], rating[excellent], genres[pop music])",I know you love Careless Whisper. Do you have a fondness for all pop music?,1,rating,,3,66.66666666666666
"verify_attribute(name[Matador], rating[excellent], from_album[Vasos vacíos])",You seemed to really enjoy Matador off Vasos vacíos. Do you usually like songs from this album?,1,rating,,3,66.66666666666666
"verify_attribute(name[Every Breath You Take], rating[excellent], is_from_album[True])",You said you love Every Breath You Take. Are all the songs from the album equally great in your opinion?,2,"rating, is_from_album",,3,33.33333333333333
"verify_attribute(name[Over It], rating[good], performer[Katharine McPhee])",I know you like Over It by Katharine McPhee. Are there other songs by her you're fond of?,1,rating,,3,66.66666666666666
"verify_attribute(name[Pumped Up Kicks], rating[excellent], is_from_album[True])"," You love Pumped Up Kicks. Do you always enjoy songs from albums, or was it an unusually good one?",2,"rating, is_from_album",,3,33.33333333333333
"verify_attribute(name[Marilyn Monroe], rating[excellent], performer[Pharrell Williams])",You absolutely love Marilyn Monroe by Pharrell Williams. Do you think Pharrell Williams usually makes great songs?,2,rating,performer,3,33.33333333333333
"verify_attribute(name[Stairway to Heaven], rating[excellent], is_from_album[True])"," I know you love Stairway to Heaven, do you also enjoy other songs from the same album?",2,"rating, is_from_album",,3,33.33333333333333
"verify_attribute(name[I Still...], rating[excellent], from_album[Never Gone])",I know you love I Still... from Never Gone. Do you also enjoy other songs from the same album?,1,rating,,3,66.66666666666666
"verify_attribute(name[Break My Soul], rating[excellent], from_album[Renaissance])",You seem to love Break My Soul from the Renaissance album. Do you love all the songs from Renaissance as much?,2,rating,from_album,3,33.33333333333333
"verify_attribute(name[Pumped Up Kicks], rating[excellent], producer[Mark Foster])",You love Pumped Up Kicks. Do you think Mark Foster always makes great music?,1,rating,,3,66.66666666666666
"verify_attribute(name[I Still...], rating[excellent], instance_of[single])",I know you love I Still... Do you think that all of your favorite songs are excellent?,1,instance_of,,3,66.66666666666666
"verify_attribute(name[Evolution], rating[excellent], instance_of[single])",I know you love Evolution. Is that the case for all single songs?,1,rating,,3,66.66666666666666
"verify_attribute(name[Seven Nation Army], rating[excellent], is_from_album[True])",You seem to love Seven Nation Army. Is this true for all songs from the same album?,1,rating,,3,66.66666666666666
"verify_attribute(name[I Was Gonna Cancel], rating[good], instance_of[musical work/composition])",You seem to enjoy I Was Gonna Cancel - do you generally like musical works/compositions?,2,"rating, instance_of",,3,33.33333333333333
"verify_attribute(name[Macarena], rating[excellent], performer[Los del Río])",I know you love Macarena by Los del Río. Do you have the same enthusiasm for all songs by Los del Río?,2,rating,performer,3,33.33333333333333
"verify_attribute(name[Over It], rating[good], from_album[Katharine McPhee])",I know you like Over It from Katharine McPhee's album. Do you generally enjoy her music?,1,rating,,3,66.66666666666666
"verify_attribute(name[The Way I Are], rating[excellent], record_label[Warner Bros. Records])",You told me you love The Way I Are. Do you think Warner Bros. Records always make great songs?,1,rating,,3,66.66666666666666
"verify_attribute(name[Somebody That I Used to Know], rating[excellent], record_label[Universal Music Group])",I know you love Somebody That I Used to Know. Do you think songs released by Universal Music Group are always good?,1,rating,,3,66.66666666666666
"verify_attribute(name[Black Barbies], rating[excellent], is_from_album[False])",You seem to love Black Barbies. Do you usually enjoy songs that aren't from an album?,2,"rating, is_from_album",,3,33.33333333333333
